;Unnamed: 0;Unnamed: 0.1;Razón Social;Marca;Importe;Fecha;Provincia;CCAA;CIF
1707;1707;1707;SUKHADHARA, S.L.;Sukhadhara;30.000,00 €;03/04/2018;Madrid;Madrid, Comunidad de;B86862299
1708;1708;1708;FACTORY TEAM WORLD, S.L.;Factory Team World;50.000,00 €;03/04/2018;Madrid;Madrid, Comunidad de;B87208609
1709;1709;1709;ECOM DIGITAL FACTORY, S.L.;MARMOTA;100.000,00 €;03/04/2018;Barcelona;Cataluña;B66590332
1710;1710;1710;ALRO CATERING, S.L.;MICE CATERING;65.000,00 €;03/04/2018;Madrid;Madrid, Comunidad de;B87841953
1711;1711;1711;RUBIO SNACKS, S.L.U.;Rubio Snacks, SL;150.000,00 €;03/04/2018;Murcia;Murcia, Región de;
1712;1712;1712;NEOLIFE MEDICAL GROUP, S.L.U.;NEOLIFE;175.000,00 €;03/04/2018;Madrid;Madrid, Comunidad de;
1713;1713;1713;ESTACIÓN DE SERVICIO ARTANA, S.L.;Artana;125.000,00 €;23/03/2018;Castellón/Castelló;Comunitat Valenciana;
1714;1714;1714;ZINO MANAGEMENT SERVICES, S.L.;ZINO;190.000,00 €;22/03/2018;Madrid;Madrid, Comunidad de;B86879558
1715;1715;1715;PRINTREPORT, S.L.;PRINTREPORT;100.000,00 €;22/03/2018;Barcelona;Cataluña;B60252210
1716;1716;1716;TEMPO FACILITY SERVICES, S.L.U.;Tempo;150.000,00 €;23/03/2018;Barcelona;Cataluña;
1717;1717;1717;REDES SOLUCIONES AVANZADAS NEW BUSINESS, S.L.;RSA;75.000,00 €;23/03/2018;Madrid;Madrid, Comunidad de;
1718;1718;1718;MOBILE LEAN, S.L.;MOBILE LEAN;200.000,00 €;23/03/2018;Valladolid;Castilla y León;B47732367
1719;1719;1719;HENRI MOR, S.L.U.;HENRI MOR;40.000,00 €;23/03/2018;Lleida;Cataluña;
1720;1720;1720;GASPORT APP, S.L.;Gasport;40.000,00 €;23/03/2018;Barcelona;Cataluña;B66804519
1721;1721;1721;PHOTON GESTION, S.L.;OHMIA;100.000,00 €;23/03/2018;Valencia/València;Comunitat Valenciana;B19595677
1722;1722;1722;DIFERMAN COSMÉTICA, S.L.;Singularmen;150.000,00 €;23/03/2018;Madrid;Madrid, Comunidad de;
1723;1723;1723;BYO TOWERS, S.L.;BYO TOWERS;150.000,00 €;23/03/2018;Madrid;Madrid, Comunidad de;B87064390
1724;1724;1724;CAPSULE MULTIMEDIA CORPORATION, S.L.;Tviso;125.000,00 €;22/03/2018;Barcelona;Cataluña;B66247693
1725;1725;1725;JOINUP GREEN INTELLIGENCE, S.L.;JOINUP TAXI;125.000,00 €;22/03/2018;Madrid;Madrid, Comunidad de;B65826331
1726;1726;1726;PAMPANA FACTORY, S.L.;Pampana Factory;60.000,00 €;22/03/2018;Madrid;Madrid, Comunidad de;B87630109
1727;1727;1727;MOEBYUS MACHINES, S.L.;Moebyus Machines;75.000,00 €;22/03/2018;Madrid;Madrid, Comunidad de;B87175691
1728;1728;1728;BATAVIAFOODS, S.L.;Batavia;120.000,00 €;22/03/2018;Madrid;Madrid, Comunidad de;B87850418
1729;1729;1729;ALL SHOOK APPS, S.L.;Wembley Studios;60.000,00 €;22/03/2018;Salamanca;Castilla y León;B37517935
1730;1730;1730;SERDISPROPAN, S.L.U.;SERDISPROPAN;250.000,00 €;22/03/2018;Madrid;Madrid, Comunidad de;
1731;1731;1731;OPTIMUN PRIME, S.L.;Optimun Prime;75.000,00 €;22/03/2018;Madrid;Madrid, Comunidad de;B87370680
1732;1732;1732;JOBIN APP, S.L.;Jobin App;80.000,00 €;22/03/2018;Madrid;Madrid, Comunidad de;B87444782
1733;1733;1733;SHOKESU, S.L.;Shokesu;200.000,00 €;22/03/2018;Navarra;Navarra, Comunidad Foral de;B71102495
1734;1734;1734;LOVELANDERS SEXY LIVING, S.L.;PLEASURE CAKE;100.000,00 €;22/03/2018;Málaga;Andalucía;B92988922
1735;1735;1735;DESARROLLO ORGANIZACIONAL, PERSONAS Y PRODUCTIVIDAD, S.L.;DOPP CONSULTORES;125.000,00 €;22/03/2018;Sevilla;Andalucía;B91302471
1736;1736;1736;AP2 SQUARED, S.L.;Urbytus;80.000,00 €;22/03/2018;Málaga;Andalucía;B93233013
1737;1737;1737;BEORVALUE, S.L.;BEOR;200.000,00 €;16/03/2018;Barcelona;Cataluña;B62588066
1738;1738;1738;TAPP WATER, S.L.U.;Tapp Water;80.000,00 €;16/03/2018;Barcelona;Cataluña;
1739;1739;1739;OPERATIVO CONSULTING, S.L.U.;operativo;50.000,00 €;16/03/2018;Ciudad Real;Castilla - La Mancha;
1740;1740;1740;SYNEIDIS, S.L.;Syneidis;35.000,00 €;15/03/2018;Barcelona;Cataluña;B66490558
1741;1741;1741;OLIVIA ALCAZAR, S.L.U.;OLIVIA;45.000,00 €;15/03/2018;Madrid;Madrid, Comunidad de;
1742;1742;1742;REJI CAR TUNING, S.L.;REJI;150.000,00 €;15/03/2018;Granada;Andalucía;B18732693
1743;1743;1743;VALDIPOL, S.L.U.;VALDIPOL, SL;100.000,00 €;15/03/2018;Toledo;Castilla - La Mancha;
1744;1744;1744;TIENDAS EL TENDERO, S.L.;EL TENDERO;100.000,00 €;15/03/2018;Madrid;Madrid, Comunidad de;B87043709
1745;1745;1745;SUMMUS RENDER, S.L.;SUMMUS;250.000,00 €;15/03/2018;Asturias;Asturias, Principado de;B74230061
1746;1746;1746;SISTEMAS DE BIOTECNOLOGIA Y RECURSOS NATURALES, S.L.;SBIORN;40.000,00 €;15/03/2018;Valladolid;Castilla y León;B47756572
1747;1747;1747;SCORE CAPITAL, S.L.;Tu-App.net;50.000,00 €;15/03/2018;Madrid;Madrid, Comunidad de;B65839482
1748;1748;1748;MEDIPREMIUM SERVICIOS MEDICOS, S.L.;MEDIPREMIUM;100.000,00 €;15/03/2018;Barcelona;Cataluña;B64049604
1749;1749;1749;BLISS GAMES, S.L.;BLISS GAMES;90.000,00 €;15/03/2018;Barcelona;Cataluña;B66811548
1750;1750;1750;TÉCNICOS FIRERED, S.L.;Firered;70.000,00 €;13/03/2018;Madrid;Madrid, Comunidad de;
1751;1751;1751;ELALINAT 1903, S.L.;Madame Salade;100.000,00 €;13/03/2018;Madrid;Madrid, Comunidad de;B87407185
1752;1752;1752;YUMEHUB, S.L.;Yumehub;50.000,00 €;13/03/2018;Barcelona;Cataluña;B66745639
1753;1753;1753;STAYFORLONG, S.L.;STAYFORLONG;125.000,00 €;13/03/2018;Barcelona;Cataluña;B66460536
1754;1754;1754;PET QUALITY BOXES, S.L.;PQBoxes;150.000,00 €;13/03/2018;Badajoz;Extremadura;B06625776
1755;1755;1755;BENIDUL, S.L.L.;benidul;150.000,00 €;13/03/2018;Ciudad Real;Castilla - La Mancha;
1756;1756;1756;HERMANOS DARO 2081, S.L.;Daro;75.000,00 €;13/03/2018;Toledo;Castilla - La Mancha;
1757;1757;1757;FUSION COMMUNITY, S.L.;Fusion Community;100.000,00 €;13/03/2018;Madrid;Madrid, Comunidad de;B87234795
1758;1758;1758;CERVERA ASESORES CORREDURÍA DE SEGUROS, S.L.;Cervera Asesores;125.000,00 €;13/03/2018;Lleida;Cataluña;
1759;1759;1759;CLINTU ONLINE, S.L.;antigua CLEANING FOR YOU;125.000,00 €;09/03/2018;Barcelona;Cataluña;B66382573
1760;1760;1760;FRACZIONA RECYCLING, S.L.;MOVILEX RECYCLING METALES;300.000,00 €;09/03/2018;Badajoz;Extremadura;B06709851
1761;1761;1761;WISE NATURES, S.L.;Wise Nature;50.000,00 €;09/03/2018;Valencia/València;Comunitat Valenciana;B98716210
1762;1762;1762;VEHICULOS TURMAR, S.L.;turmar;100.000,00 €;09/03/2018;Madrid;Madrid, Comunidad de;B84787621
1763;1763;1763;SMART2ME, S.L.;indigitall;150.000,00 €;09/03/2018;Madrid;Madrid, Comunidad de;B86653938
1764;1764;1764;ROCKETROI, S.L.;RocketRoi;150.000,00 €;09/03/2018;Barcelona;Cataluña;B65986465
1765;1765;1765;APARTUM BOOKINGS, S.L.;APARTUM;150.000,00 €;09/03/2018;Barcelona;Cataluña;B66029778
1766;1766;1766;CAL DULÇURA, S.L.;CAL DULÇURA;100.000,00 €;08/03/2018;Barcelona;Cataluña;
1767;1767;1767;ZUMA INNOVATION, S.L.;ZUMA;50.000,00 €;08/03/2018;Bizkaia;País Vasco;B95791703
1768;1768;1768;COPRINAL GF, S.L.U.;COPRINAL;100.000,00 €;08/03/2018;Zaragoza;Aragón;
1769;1769;1769;SPIRTRAP, S.L.;SPIRTRAP;90.000,00 €;08/03/2018;Navarra;Navarra, Comunidad Foral de;B71255830
1770;1770;1770;GAMELEARN, S.L.;GAMELEARN;300.000,00 €;06/03/2018;Madrid;Madrid, Comunidad de;B85183135
1771;1771;1771;GAOLANIA SERVICIOS, S.L.;GANA ENERGIA;150.000,00 €;06/03/2018;Valencia/València;Comunitat Valenciana;B98717457
1772;1772;1772;RECICLADOS NORPLAST, S.L.;RECICLADOS NORPLAST;125.000,00 €;06/03/2018;Valencia/València;Comunitat Valenciana;B98620230
1773;1773;1773;SEMPRE ABRIL, S.L.;SEMPRE ABRIL;75.000,00 €;06/03/2018;Barcelona;Cataluña;B63530661
1774;1774;1774;UBT COMPLIANCE SERVICES, S.L.;UBT Compliance;75.000,00 €;06/03/2018;Madrid;Madrid, Comunidad de;B87114187
1775;1775;1775;PACKS FOR POCKETS, S.L.;PACKS FOR POCKETS;250.000,00 €;08/03/2018;Valencia/València;Comunitat Valenciana;B98667074
1776;1776;1776;SHOPINSHOP INTERMEDIACIÓN, S.L.;SHOPINSHOP;25.000,00 €;06/03/2018;Sevilla;Andalucía;
1777;1777;1777;ALIMENTACION CREATIVA TJB, S.L.;ALIMENTACION CREATIVA TJB SL;100.000,00 €;02/03/2018;Madrid;Madrid, Comunidad de;B87588810
1778;1778;1778;IDIF, S.L.U.;IDIF;100.000,00 €;02/03/2018;Barcelona;Cataluña;
1779;1779;1779;SALA-MANDRA ESPACIOS COLABORATIVOS, S.L.;Sala-Mandra;40.000,00 €;02/03/2018;Madrid;Madrid, Comunidad de;B87768438
1780;1780;1780;ECO PET SYSTEMS, S.L.;ECOPET;100.000,00 €;02/03/2018;Madrid;Madrid, Comunidad de;B87192811
1781;1781;1781;AERVIO SOLUTIONS, S.L.;AERVIO;135.000,00 €;02/03/2018;Barcelona;Cataluña;B55264667
1782;1782;1782;SALUDBOX LAB, S.L.;SALUDBOX;100.000,00 €;02/03/2018;Barcelona;Cataluña;B65777252
1783;1783;1783;PASCALBOX, S.L.;Pascal box;75.000,00 €;02/03/2018;Madrid;Madrid, Comunidad de;B87142063
1784;1784;1784;GINSA ELECTRONIC, S.L.;GINSA OUT HOME COMMUNICATION;200.000,00 €;08/03/2018;Madrid;Madrid, Comunidad de;B08655797
1785;1785;1785;ESAIND GLOBAL, S.L.;Esaind;75.000,00 €;01/03/2018;Murcia;Murcia, Región de;B73862948
1786;1786;1786;EXPLOTACIONES AVÍCOLAS VALENCIANAS, S.L.U.;EAV;94.000,00 €;01/03/2018;Valencia/València;Comunitat Valenciana;
1787;1787;1787;HAZERTA, SOLUCIONES GLOBALES PARA EL EMPLEO, S.L.U.;HAZERTA;50.000,00 €;01/03/2018;Madrid;Madrid, Comunidad de;
1788;1788;1788;CANARY DELIVERY COMPANY, S.L.;CANARY FLASH;40.000,00 €;01/03/2018;Palmas, Las;Canarias;B76203470
1789;1789;1789;BLACKZI & FOODS, S.L.;BLACKZI;100.000,00 €;01/03/2018;Barcelona;Cataluña;
1790;1790;1790;SUMINISTROS INDUSTRIALES COBSA, S.L.;COBSA;200.000,00 €;01/03/2018;Madrid;Madrid, Comunidad de;B85552578
1791;1791;1791;LOWPOST, S.L.;LOWPOST;130.000,00 €;23/02/2018;Valencia/València;Comunitat Valenciana;B98550114
1792;1792;1792;PRODUCTOS CONGELADOS SELECTOS 3000, S.L.;COCINARTE-AL VENT-DELEITA-PCS;250.000,00 €;23/02/2018;Valencia/València;Comunitat Valenciana;B66036799
1793;1793;1793;INSMUN, S.L.;INSMUN;75.000,00 €;23/02/2018;Barcelona;Cataluña;B58321639
1794;1794;1794;BLUE TUBE, S.L.;Trasteros Plus;100.000,00 €;23/02/2018;Málaga;Andalucía;B93212496
1795;1795;1795;LIFIE MOBILE, S.L.U.;LIFIE MOBILE;75.000,00 €;23/02/2018;Barcelona;Cataluña;
1796;1796;1796;MYCLOUDDOOR SOLUTIONS, S.L.;myCloudDoor;90.000,00 €;23/02/2018;Madrid;Madrid, Comunidad de;B86591682
1797;1797;1797;SPECTACULAR ENTERTAINMENT, S.L.;Spectacular Entertainment;60.000,00 €;23/02/2018;Madrid;Madrid, Comunidad de;B87544573
1798;1798;1798;HAKKEN RESTAURACIÓN, S.L.;LA Sushi;200.000,00 €;23/02/2018;Madrid;Madrid, Comunidad de;
1799;1799;1799;BODEGAS DE SIEMPRE, S.L.;Bodega la Fuente;75.000,00 €;22/02/2018;Sevilla;Andalucía;B30878003
1800;1800;1800;ICONTAINERS SOLUTIONS, S.L.;icontainers;300.000,00 €;22/02/2018;Barcelona;Cataluña;B64625775
1801;1801;1801;MAREMATIC NÁUTICA Y FORMACIÓN, S.L.;MAREMATIC;50.000,00 €;22/02/2018;Madrid;Madrid, Comunidad de;
1802;1802;1802;KIRIKI MODA INFANTIL, S.L.;KIRIKI;100.000,00 €;20/02/2018;Alicante/Alacant;Comunitat Valenciana;B54554514
1803;1803;1803;SERVICIO INTEGRAL A INFRAESTRUCTURAS ENERGÉTICAS, S.L.;SERVICIO INTEGRAL A INFRAESTRUCTURAS ENERGÉTICAS;100.000,00 €;20/02/2018;Barcelona;Cataluña;
1804;1804;1804;DYNAMICAL TOOLS, S.A.;(antogua ADVANCED PRODUCTION TOOLS) DYNAMICAL TOOL;100.000,00 €;20/02/2018;Zaragoza;Aragón;A99446924
1805;1805;1805;PAOPAO DIGITAL, S.L.;Sabbatic;100.000,00 €;20/02/2018;Guipuzkoa;País Vasco;B75097170
1806;1806;1806;NOBANELL, S.L.;Make your sandals;60.000,00 €;16/02/2018;Barcelona;Cataluña;B65766172
1807;1807;1807;QUBITIA SOLUTIONS, S.L.;QUBITIA SOLUTIONS SL;200.000,00 €;16/02/2018;Pontevedra;Galicia;B94049624
1808;1808;1808;PACKING BITUMEN SPAIN, S.L.;PACKING BITUMEN SPAIN SL;100.000,00 €;16/02/2018;Madrid;Madrid, Comunidad de;B86189669
1809;1809;1809;EDITORIAL CEP, S.L.;Editorial CEP;125.000,00 €;16/02/2018;Madrid;Madrid, Comunidad de;B84943885
1810;1810;1810;AGIL PACKAGING SYSTEM, S.L.;AGILPACK;150.000,00 €;16/02/2018;Navarra;Navarra, Comunidad Foral de;B71244842
1811;1811;1811;INFLUENCITY, S.L.;Influencity;80.000,00 €;16/02/2018;Valencia/València;Comunitat Valenciana;B98684574
1812;1812;1812;SELLERS Y BLOGGERS, S.L.;Sellers & Bloggers;50.000,00 €;15/02/2018;Madrid;Madrid, Comunidad de;B87490835
1813;1813;1813;DICEPA PAPELERA DE ENATE, S.L.;DICEPA;600.000,00 €;15/02/2018;Huesca;Aragón;B58120684
1814;1814;1814;PRONTOPISO, S.L.;ProntoPiso;200.000,00 €;15/02/2018;Barcelona;Cataluña;B67037705
1815;1815;1815;CLOUDMAN LABS, S.L.;QUOTERS;75.000,00 €;13/02/2018;Valladolid;Castilla y León;B47732078
1816;1816;1816;KOIKI HOME, S.L.;KOIKI;175.000,00 €;13/02/2018;Bizkaia;País Vasco;B87071288
1817;1817;1817;SOFTEC INTERNET, S.L.;REGISTER;300.000,00 €;13/02/2018;Cantabria;Cantabria;B39492566
1818;1818;1818;SOTO Y MANRIQUE VIÑA Y OLIVO, S.L.;Soto y Manrique;150.000,00 €;09/02/2018;Valladolid;Castilla y León;
1819;1819;1819;MIZZONO, S.L.;ASKALF;50.000,00 €;09/02/2018;Madrid;Madrid, Comunidad de;B87437133
1820;1820;1820;DESARROLLO Y GESTIÓN DE FARMACIAS, S.L.;EVOLUFARMA;100.000,00 €;09/02/2018;Madrid;Madrid, Comunidad de;
1821;1821;1821;KEY IDENTIFICATION, S.L.;KEY IDENTIFICATION;125.000,00 €;09/02/2018;Madrid;Madrid, Comunidad de;B87351599
1822;1822;1822;EQUILIBRIUM COSMENT, S.L.;EQUILIBRIUM COSMENT;100.000,00 €;08/02/2018;Lleida;Cataluña;B25805979
1823;1823;1823;COLORNUT, S.L.U.;COLORNUT;85.000,00 €;08/02/2018;Sevilla;Andalucía;
1824;1824;1824;PELOTARI PROJECT, S.L.;PELOTARI;100.000,00 €;08/02/2018;Bizkaia;País Vasco;B87439832
1825;1825;1825;ENTORNO UMBRELLA ASESORES, S.L.;Entorno Umbrella;150.000,00 €;06/02/2018;Madrid;Madrid, Comunidad de;B86733086
1826;1826;1826;SOCIALRUN, S.L.;Runator;75.000,00 €;06/02/2018;Valencia/València;Comunitat Valenciana;B98714413
1827;1827;1827;FICTIORAMA STUDIOS, S.L.;FICTIORAMA STUDIOS, SL;30.000,00 €;06/02/2018;Madrid;Madrid, Comunidad de;B86594959
1828;1828;1828;CIALVEN, S.L.;Cialven, el cafetal, ecovending;250.000,00 €;06/02/2018;Barcelona;Cataluña;B59422881
1829;1829;1829;THE LUDIC PLAYGROUND COMPANY, S.L.U.;LUDICCO;50.000,00 €;06/02/2018;Valencia/València;Comunitat Valenciana;
1830;1830;1830;ZAPIENS TECHNOLOGIES, S.L.;Blunder;200.000,00 €;06/02/2018;Asturias;Asturias, Principado de;B52528601
1831;1831;1831;TRANSTAPP SOFTWARE DEVELOPMENT, S.L.;Flyshionista;50.000,00 €;06/02/2018;Barcelona;Cataluña;B66809724
1832;1832;1832;PRINTA TECHNOLOGY, S.L.;PRINTATEC;150.000,00 €;06/02/2018;Madrid;Madrid, Comunidad de;B85294106
1833;1833;1833;LETSBRICO SHOP, S.L.;LETSBRICO;100.000,00 €;06/02/2018;Barcelona;Cataluña;B65988784
1834;1834;1834;BERGON MISION GRAFICA, S.L.;bergon;125.000,00 €;02/02/2018;Toledo;Castilla - La Mancha;B45749165
1835;1835;1835;INFLUENCERS MEDIA GROUP, S.L.U.;Influencers Media Group;125.000,00 €;02/02/2018;Madrid;Madrid, Comunidad de;
1836;1836;1836;INKIELE, S.L.;Kiele;250.000,00 €;02/02/2018;Ciudad Real;Castilla - La Mancha;B13357702
1837;1837;1837;XTEACH INTERNET SOLUTIONS, S.L.;XTEACH;75.000,00 €;02/02/2018;Asturias;Asturias, Principado de;B52520780
1838;1838;1838;EDUCACIÓN MADRID 2016, S.L.;Educación Madrid 2016;175.000,00 €;02/02/2018;Madrid;Madrid, Comunidad de;
1839;1839;1839;NINJATRUCK, S.L.;Ontruck;300.000,00 €;02/02/2018;Madrid;Madrid, Comunidad de;B98732290
1840;1840;1840;DRESSHUB, S.L.;DRESSHUB;125.000,00 €;01/02/2018;Madrid;Madrid, Comunidad de;B86483682
1841;1841;1841;ARTICO SOFT, S.L.;ARTICOSOFT;25.000,00 €;01/02/2018;Málaga;Andalucía;B93225043
1842;1842;1842;LA COCINA DE LOLA, S.L.;LA COCINA DE LOLA;75.000,00 €;01/02/2018;Madrid;Madrid, Comunidad de;B85184737
1843;1843;1843;ZANK FINANCIAL PFP, S.L.;ZANK;125.000,00 €;26/01/2018;Barcelona;Cataluña;B66090473
1844;1844;1844;THE UZZET THING, S.L.;UZZET;40.000,00 €;26/01/2018;Madrid;Madrid, Comunidad de;B87599759
1845;1845;1845;MAIN BRICKS, S.L.;MISS TIPSI;100.000,00 €;26/01/2018;Madrid;Madrid, Comunidad de;B86747870
1846;1846;1846;AGROPECUARIA LOS GIRASOLES, S.L.;AGROPECUARIA LOS GIRASOLES;750.000,00 €;26/01/2018;Madrid;Madrid, Comunidad de;B45477437
1847;1847;1847;TRANSCASTELLAR, S.L.;VC Logistics;75.000,00 €;26/01/2018;Barcelona;Cataluña;B58817065
1848;1848;1848;LABEAU FRAGRANCES, S.L.;LABEAU;200.000,00 €;26/01/2018;Barcelona;Cataluña;B66904558
1849;1849;1849;ISSE SAFETY, S.L.;ISSE SAFETY;80.000,00 €;26/01/2018;Barcelona;Cataluña;B64318744
1850;1850;1850;GRUPO ESPECIAL PROTECCION Y SEGURIDAD, S.L.;GRUPO GEP;90.000,00 €;26/01/2018;Guipuzkoa;País Vasco;B20949608
1851;1851;1851;BALANDRA SOFTWARE SL, S.L.;BALANDRA;150.000,00 €;25/01/2018;Madrid;Madrid, Comunidad de;
1852;1852;1852;GAFAS DESDE 2012, S.L.;Lord Wilmore;80.000,00 €;23/01/2018;Madrid;Madrid, Comunidad de;B86498904
1853;1853;1853;PARAFINA TRADEMARK , S.L.;PARAFINA;40.000,00 €;23/01/2018;Madrid;Madrid, Comunidad de;
1854;1854;1854;LA BRAVA BEER, S.L.;La Brava Beer;100.000,00 €;23/01/2018;Girona;Cataluña;B55224687
1855;1855;1855;CASE ON IT, S.L.;Medux;300.000,00 €;23/01/2018;Madrid;Madrid, Comunidad de;B87126249
1856;1856;1856;ZAPATEANDO SHOP, S.L.;Zatro;175.000,00 €;23/01/2018;Barcelona;Cataluña;B65974479
1857;1857;1857;MOVE ART MISSION, S.L.;MAM ORIGINALS;150.000,00 €;23/01/2018;Barcelona;Cataluña;B66646993
1858;1858;1858;MEDITERRANEAN FOOD REPUBLIC, S.L.;MEDITERRANEAN FOOD REPUBLIC, SL;55.000,00 €;23/01/2018;Madrid;Madrid, Comunidad de;B86491628
1859;1859;1859;LEET SECURITY, S.L.;LEET Security;75.000,00 €;19/01/2018;Madrid;Madrid, Comunidad de;B86104262
1860;1860;1860;EL ARTESANO DE IDEAS, S.L.;PATBOOK;30.000,00 €;19/01/2018;Madrid;Madrid, Comunidad de;B87241196
1861;1861;1861;I3 INICIATIVAS Y DESARROLLOS, S.L.;Retrofootball;40.000,00 €;19/01/2018;Madrid;Madrid, Comunidad de;B85067130
1862;1862;1862;DESTINO XIBANYA, S.L.;DESTINO XIBANYA;25.000,00 €;19/01/2018;Málaga;Andalucía;B93444198
1863;1863;1863;VIRTUAL REALITY SENSEATION, S.L.;VR Senseation;75.000,00 €;19/01/2018;Barcelona;Cataluña;B66714494
1864;1864;1864;MYBRANA NETWORK, S.L.;MYBRANA;100.000,00 €;19/01/2018;Araba/Álava;País Vasco;B01504745
1865;1865;1865;BIO-SENSING SOLUTIONS, S.L.;DyCare (Dynamic Care Solutions);100.000,00 €;19/01/2018;Barcelona;Cataluña;B66508912
1866;1866;1866;PADEL RACKETS INNOVATION, S.L.;PRI;150.000,00 €;19/01/2018;Madrid;Madrid, Comunidad de;B87496279
1867;1867;1867;LOW COST GYM, S.L.;GYM24H;150.000,00 €;08/06/2017;Alicante/Alacant;Comunitat Valenciana;B98425408
1868;1868;1868;MICROMAG 2000, S.L.;MICROMAG;110.000,00 €;20/04/2017;Madrid;Madrid, Comunidad de;B82595810
1869;1869;1869;PROMOTECH DIGITAL, S.L.;LOLA MARKET;250.000,00 €;10/11/2016;Madrid;Madrid, Comunidad de;B87231312
1870;1870;1870;AQUANARIA, S.L.;DYLCAN;500.000,00 €;01/12/2010;Palmas, Las;Canarias;B35236355
1871;1871;1871;PARKHELP SISTEMAS DE APARCAMIENTOS, S.L.;PARKHELP (antes E2S);300.000,00 €;14/06/2018;Tarragona;Cataluña;B62075932
1872;1872;1872;ADVANCED DISPERSED PARTICLES, S.L.;ADPARTICLES;150.000,00 €;24/05/2018;Madrid;Madrid, Comunidad de;B86299211
1873;1873;1873;RATEANDGRADE, S.L.;Rate and Grade;100.000,00 €;10/05/2018;Madrid;Madrid, Comunidad de;B87465787
1874;1874;1874;HERMO MEDICAL SOLUTIONS, S.L.;Exovite;90.000,00 €;10/05/2018;Zaragoza;Aragón;B71201677
1875;1875;1875;SATLANTIS MICROSATS, S.L.;SATLANTIS;400.000,00 €;08/05/2018;Bizkaia;País Vasco;B95783932
1876;1876;1876;COMPAÑÍA ESPAÑOLA DE ALTA EFICIENCIA FOTOVOLTAICA BSQ SOLAR, S.L.;BSQ Solar;150.000,00 €;19/04/2018;Ciudad Real;Castilla - La Mancha;
1877;1877;1877;PROSPERO BIOSCIENCES, S.L.;Prospero Biosciences;100.000,00 €;17/04/2018;Guipuzkoa;País Vasco;B75142182
1878;1878;1878;NATURAL MACHINES IBERIA, S.L.;Foodini;175.000,00 €;12/04/2018;Madrid;Madrid, Comunidad de;B65896748
1879;1879;1879;WALHALLA DATA CENTER SERVICES, S.L.;WALHALLA DATA CENTER SERVICES;225.000,00 €;12/04/2018;Madrid;Madrid, Comunidad de;B87372454
1880;1880;1880;BRANDTRACK, S.L.U.;Brandtrack;150.000,00 €;12/04/2018;Barcelona;Cataluña;
1881;1881;1881;INTELLIGENT APPS DESIGN AND DEVELOPMENT, S.L.;INTELIA;60.000,00 €;06/04/2018;Murcia;Murcia, Región de;
1882;1882;1882;CORREYVUELA BOT, S.L.;correYvuela;200.000,00 €;03/04/2018;Barcelona;Cataluña;B66810078
1883;1883;1883;NABRAWIND TECHNOLOGIES, S.L.;NABRATECH;300.000,00 €;03/04/2018;Navarra;Navarra, Comunidad Foral de;B71260673
1884;1884;1884;AREA CLOUD BUSINESS, S.L.;ACB;100.000,00 €;03/04/2018;Barcelona;Cataluña;B66811696
1885;1885;1885;KNOWLEDGEFY TECHNOLOGIES, S.L.;KNOWLEDGEFY;60.000,00 €;03/04/2018;Málaga;Andalucía;B93457547
1886;1886;1886;IDEN BIOTECHNOLOGY, S.L.;IDEN  BIOTECHNOLOGY;250.000,00 €;03/04/2018;Navarra;Navarra, Comunidad Foral de;B31852676
1887;1887;1887;QUIFA LEAGUE, S.L.;QUIFA;60.000,00 €;23/03/2018;Barcelona;Cataluña;B66828591
1888;1888;1888;KNOWDLE AI TECHNOLOGIES GROUP, S.L.;INSPIREWE;180.000,00 €;23/03/2018;Málaga;Andalucía;B86372711
1889;1889;1889;E-HEALTH TECHNICAL SOLUTIONS, S.L.;EHEALTH TECHNICAL SOLUTIONS SL;150.000,00 €;22/03/2018;Bizkaia;País Vasco;B66773268
1890;1890;1890;BIG BLUE ANALYTICS, S.L.;BIG BLUE ANALYTICS;60.000,00 €;22/03/2018;Barcelona;Cataluña;B66931502
1891;1891;1891;ABANZA TECNOMED, S.L.;ABANZA;100.000,00 €;16/03/2018;Navarra;Navarra, Comunidad Foral de;B71173397
1892;1892;1892;UNLIMITED ENGINEERING, S.L.;EON;230.000,00 €;16/03/2018;Barcelona;Cataluña;B66811191
1893;1893;1893;REKOM BIOTECH, S.L.;Rekom Biotech;100.000,00 €;16/03/2018;Granada;Andalucía;B18947465
1894;1894;1894;MJN NEUROSERVEIS, S.L.;MJN NEUROSERVEIS;150.000,00 €;15/03/2018;Girona;Cataluña;B55209241
1895;1895;1895;GALILEO SATELLITE CONTROL SYSTEMS, S.L.;GALILEO SATELLITE;150.000,00 €;13/03/2018;Málaga;Andalucía;B93173789
1896;1896;1896;CUDEM SERVICIOS Y SOLUCIONES, S.L.;Qdem;100.000,00 €;13/03/2018;Madrid;Madrid, Comunidad de;B84959998
1897;1897;1897;KIRALE TECHNOLOGIES, S.L.;Kirale;200.000,00 €;09/03/2018;Rioja, La;Rioja, La;B26482596
1898;1898;1898;KEEPCODING ESPAÑA, S.L.U.;Keep Coding;125.000,00 €;09/03/2018;Madrid;Madrid, Comunidad de;
1899;1899;1899;NEOS SURGERY, S.L.;NEOS;300.000,00 €;09/03/2018;Guipuzkoa;País Vasco;B20822334
1900;1900;1900;MARCO TOPO, S.L.;Marco Topo;50.000,00 €;08/03/2018;Bizkaia;País Vasco;B95868675
